grain,size
56229,1411
56230,3
56231,482
56233,60
56237,1
56240,3
56242,400
56243,38
56244,4
56247,116
56248,22
56251,1
56252,4
56253,46
56261,10
56262,367
56264,1
56269,820
56272,100
56273,2
56274,208
56275,57
56276,692
56278,1
56279,73
56282,1
56285,210
56287,1
56288,16
56292,244
56295,9
56296,35
56297,1
56303,49
56310,4
56311,1360
56314,1
56316,987
56317,43
56318,120
56327,1
56328,689
56332,8
56333,1
56337,5
56338,2
56341,11
56343,1501
56344,14
56345,7
56347,1238
56350,171
56351,3
56352,7
56354,21
56355,310
56359,2
56360,1
56363,719
56364,510
56368,68
56369,2537
56371,496
56374,647
56375,1
56376,1
56379,970
56382,104
56386,4
56387,2
56393,3
56394,119
56396,5
56399,23
56400,1
56401,3
56402,1
56404,3
56406,11
56407,363
56416,1
56419,475
56424,3
56425,26
56426,14
56427,398
56428,4
56435,62
56436,198
56439,5
56441,3
56442,1
56443,634
56446,15
56448,241
56450,371
56452,3
56453,11
56454,171
56461,99
56462,72
56464,3869
56465,1228
56469,32
56477,1
56479,1164
56482,1164
56485,5
56487,7
56489,4
56490,1
56492,1
56495,202
56496,105
56498,3097
56499,116
56500,5
56504,2
56509,882
56515,1202
56516,39
56517,9
56519,152
56522,21
56524,2
56525,5
56526,5
56528,1
56535,3625
56538,641
56541,6
56543,9
56544,2877
56545,1
56546,6
56559,3
56560,33
56561,647
56562,121
56564,4
56566,140
56573,3746
56574,9
56577,20
56578,8
56584,113
56590,1
56591,23
56596,220
56603,1
56605,87
56608,1
56610,3
56612,12
56623,1466
56624,564
56625,880
56627,1
56628,1545
56631,1054
56632,889
56635,211
56637,23
56638,7
56640,12
56641,2
56647,1703
56648,1
56649,192
56650,576
56652,563
56656,300
56657,2
56659,281
56661,551
56662,1049
56665,113
56669,2
56672,11
56675,1
56676,1
56678,41
56679,9
56681,3
56685,72
56688,1
56694,8
56696,7
56698,16
56700,75
56702,301
56706,5
56708,9
56709,5
56712,6
56714,14
56716,2220
56721,31
56726,2324
56727,6
56728,15
56729,2006
56730,5
56734,3
56735,1
56736,261
56737,2
56740,1
56741,2
56742,148
56744,39
56747,24
56748,71
56750,28
56751,43
56752,13
56753,32
56754,27
56755,8
56756,1
56758,1447
56760,3
56762,529
56766,28
56767,18
56768,19
56772,380
56773,371
56774,8
56776,80
56777,453
56780,1762
56781,2
56782,1016
56783,2
56784,23
56788,874
56789,1
56791,1
56793,209
56794,2
56796,5
56797,8
56800,5
56801,1
56802,3
56803,118
56804,4251
56805,1
56806,6
56807,4
56809,39
56810,22
56812,6422
56814,18
56816,161
56817,1
56818,8
56823,555
56824,2
56825,376
56828,225
56832,143
56833,21
56835,9
56836,39
56838,1560
56839,1067
56840,66
56842,15
56843,1
56844,25
56847,73
56848,5
56849,663
56851,5
56855,2
56856,2
56857,3
56866,11
56867,2
56872,26
56873,4
56876,59
56879,7
56880,38
56881,1801
56884,1
56885,416
56890,25
56891,142
56892,85
56893,460
56904,2
56906,339
56907,92
56909,331
56910,2
56911,1
56913,1494
56915,60
56924,7
56927,593
56928,66
56934,47
56935,18
56937,212
56938,8
56940,1
56945,1
56948,18
56951,122
56953,1445
56956,1
56958,1
56964,2847
56966,3
56968,593
56978,439
56980,2536
56982,2
56983,63
56984,14
56988,300
56992,1
56993,1136
56994,966
57001,1
57004,4
57007,17
57008,9
57011,18
57019,978
57020,1
57021,6
57023,48
57025,906
57029,57
57031,4
57032,965
57033,737
57034,30
57035,1747
57042,4
57043,25
57046,4
57047,1
57051,3
57052,423
57053,51
57054,2
57055,572
57057,7
57059,633
57060,15
57061,166
57064,1387
57065,2456
57067,171
57068,1
57069,2
57070,19
57071,1
57072,144
57073,2
57074,26
57086,632
57087,2
57088,783
57091,1
57093,383
57094,1
57098,1316
57100,13
57101,3
57103,3
57107,347
57108,1
57109,408
57111,103
57113,4479
57114,5
57115,15
57117,3
57118,12
57121,1
57122,95
57123,1
57124,24
57127,25
57128,9
57131,2
57136,268
57138,4
57139,1
57141,2
57143,50
57147,1
57148,183
57159,821
57161,19
57162,159
57164,618
57165,1855
57166,51
57168,359
57170,10
57171,1
57173,10
57175,15
57178,784
57180,4
57182,2
57183,9
57184,2
57186,3
57190,14
57196,618
57200,3
57202,1233
57203,22
57204,3
57206,552
57207,40
57208,14
57209,2
57214,1974
57217,2
57218,45
57220,66
57221,139
57222,412
57227,13
57228,4
57230,141
57231,4
57232,370
57233,35
57235,23
57237,29
57238,4
57239,2
57242,27
57243,23
57244,346
57245,25
57246,1
57248,559
57251,22
57252,65
57255,96
57257,2258
57258,44
57260,910
57265,9
57266,12
57267,45
57270,599
57273,1122
57274,1
57276,1100
57277,4
57281,1
57290,38
57293,6
57296,5
57297,290
57298,2
57301,77
57304,16
57306,2201
57309,71
57310,49
57311,3044
57314,667
57316,13
57317,1502
57319,5
57321,58
57322,30
57323,1
57330,4
57331,2
57335,252
57340,138
57344,1909
57345,70
57346,370
57347,1
57350,4751
57351,71
57352,5
57353,13
57355,7
57356,207
57357,3
57358,5
57360,240
57363,812
57366,52
57368,1
57370,212
57373,53
57374,6
57376,1
57377,17
57380,5
57385,1525
57386,372
57387,658
57388,6
57390,319
57392,160
57394,32
57397,215
57398,121
57400,66
57402,605
57404,2
57407,157
57409,276
57415,199
57418,46
57419,94
57420,45
57421,1466
57425,1
57427,121
57428,38
57430,9
57443,23
57444,1
57447,658
57459,21
57461,3
57462,172
57465,2
57466,3
57468,2590
57471,360
57472,1
57473,131
57474,493
57476,36
57477,3
57481,1926
57482,34
57484,377
57485,1
57486,568
57487,6
57489,1
57493,6
57495,424
57496,7
57498,1
57499,486
57502,4
57509,446
57510,554
57514,723
57515,534
57516,531
57520,2
57521,2703
57522,54
57524,244
57535,1
57538,7352
57543,482
57545,76
57547,220
57553,56
57554,1
57555,455
57556,1
57557,10
57558,29
57559,477
57564,69
57565,3
57570,1
57576,304
57577,13
57578,1658
57579,2028
57582,3
57583,24
57586,1
57587,8
57593,3
57594,1
57595,35
57597,1025
57599,1909
57600,806
57601,272
57606,226
57607,229
57609,40
57610,54
57611,2
57612,2
57615,1839
57618,423
57623,16
57627,249
57630,11
57632,9
57639,399
57640,15
57643,8
57645,13
57646,23
57650,94
57653,328
57657,7
57659,11
57660,5
57661,45
57662,16
57664,1
57667,13
57673,2110
57677,201
57679,47
57680,3
57688,75
57691,485
57692,3781
57693,2
57695,20
57699,464
57701,2276
57704,7
57705,31
57706,5
57707,1117
57710,2
57713,14
57716,53
57719,2128
57721,848
57722,5
57725,610
57727,39
57728,6
57731,1
57736,641
57738,10
57742,11
57743,234
57746,9
57748,15
57751,1970
57753,1980
57755,3
57757,81
57760,12
57761,205
57762,22
57766,307
57767,915
57768,222
57769,1242
57771,2
57772,912
57774,51
57776,364
57777,78
57778,1
57779,162
57781,2
57785,13
57787,13
57791,713
57794,16
57796,432
57798,4
57800,16
57801,15
57803,153
57809,7
57810,324
57811,8
57814,24
57816,4
57817,2
57818,54
57825,44
57828,6
57833,710
57835,18
57837,55
57839,191
57842,13
57844,8
57845,1
57846,27
57848,259
57849,1
57850,1
57853,301
57857,64
57859,326
57860,28
57862,192
57865,61
57867,93
57869,109
57870,992
57871,11
57875,1
57876,167
57879,1
57880,290
57881,2
57883,3
57886,5
57888,1483
57889,55
57893,1938
57896,20
57897,1
57901,39
57902,68
57907,69
57908,2
57909,179
57911,23
57912,9681
57913,556
57914,1
57916,8
57918,57
57919,232
57921,1209
57924,11
57926,127
57928,5
57929,298
57932,405
57933,15
57939,892
57942,23
57946,619
57947,13
57952,121
57954,1666
57955,982
57961,40
57963,87
57964,507
57965,349
57966,32
57968,1
57973,10
57974,88
57978,1131
57984,63
57985,42
57986,22
57987,1
57988,3
57990,2
57991,70
57993,30
57994,517
57997,120
57999,79
58000,522
58005,13
58006,67
58012,10
58015,1620
58016,2
58017,326
58018,6
58019,2
58021,364
58022,21
58030,644
58032,4
58033,4
58035,3
58037,32
58041,1
58043,1676
58045,4
58047,2
58048,105
58050,1
58051,243
58053,55
58057,2208
58058,1
58060,47
58063,3
58065,3
58066,1278
58067,1
58068,138
58069,118
58071,11
58072,2
58076,652
58077,168
58078,11
58082,1
58087,1216
58089,1
58090,254
58093,307
58094,296
58095,1
58097,16
58098,3
58099,30
58101,1
58102,5
58105,345
58106,15
58107,684
58108,1
58112,64
58114,47
58115,1
58119,10
58121,7
58124,143
58125,311
58130,4
58131,1237
58133,532
58134,1
58135,9
58138,217
58141,6
58148,3
58149,12
58150,1
58151,3
58152,96
58153,71
58154,12
58155,42
58156,927
58157,2803
58159,421
58162,21
58163,4343
58165,5
58167,259
58171,515
58172,4019
58173,25
58177,1
58178,19
58183,1
58185,24
58186,36
58188,139
58189,14
58190,25
58191,292
58193,13
58196,850
58197,7
58202,5923
58203,12
58205,218
58207,28
58208,45
58209,1
58210,60
58211,14
58213,3
58216,150
58217,334
58218,2294
58220,18
58223,3
58226,915
58227,1
58228,5
58231,593
58233,1
58237,20
58240,43
58241,24
58242,1
58246,9
58247,1503
58250,21
58251,60
58253,2
58258,10
58261,1426
58263,263
58265,6
58266,11
58269,1573
58270,11
58271,101
58273,4
58275,32
58276,4
58277,3
58278,1
58281,17
58290,28
58291,2
58293,3
58297,12
58301,1404
58302,59
58304,2
58306,1579
58308,15
58309,10
58313,60
58316,1
58317,19
58320,106
58321,38
58322,212
58324,12
58336,77
58339,47
58343,225
58350,1
58362,529
58369,30
58373,1194
58375,1
58378,106
58381,1057
58386,8
58387,182
58389,205
58390,5
58391,773
58393,11
58395,194
58396,56
58398,15
58401,41
58402,1
58405,169
58409,181
58410,25
58411,45
58413,17
58414,1
58416,2154
58418,165
58420,1560
58423,1187
58425,144
58426,9
58430,3
58433,2
58434,123
58436,1
58438,16
58439,1652
58440,15
58441,817
58443,58
58444,1
58447,210
58448,190
58449,122
58452,629
58453,1
58454,1720
58459,192
58460,487
58461,17
58464,32
58465,2
58468,8
58470,13
58474,12
58477,20
58479,44
58481,207
58482,13
58485,3
58487,360
58488,8
58489,1
58493,2178
58496,1
58497,2
58498,2730
58500,306
58502,1
58504,2
58505,483
58507,468
58514,194
58517,7
58518,2004
58520,5
58522,1
58524,176
58525,322
58527,9
58528,30
58529,1017
58530,1
58532,12
58534,4
58535,3
58536,13
58541,14
58545,36
58551,1
58552,8849
58560,1130
58561,63
58563,1
58564,297
58567,3712
58570,118
58572,2
58575,1
58579,263
58580,812
58581,1
58582,1
58583,1
58584,1
58588,1
58589,11
58594,549
58597,94
58605,1
58606,7
58607,3
58609,935
58610,574
58612,5
58617,45
58618,559
58619,3
58620,343
58623,8
58627,2129
58630,3
58637,40
58639,9
58641,343
58643,250
58644,915
58645,50
58649,3223
58653,3
58654,43
58655,10
58657,4
58659,6
58662,21
58671,34
58676,22
58677,2
58680,88
58682,1
58683,11
58684,12
58686,70
58687,1
58691,18
58697,4
58699,4
58701,1
58702,3
58704,3831
58705,2
58706,1
58708,402
58709,9
58713,423
58714,32
58716,237
58719,163
58720,8
58726,85
58727,3
58729,2
58732,38
58735,29
58736,187
58738,1
58740,127
58741,436
58742,21
58744,107
58746,1
58750,1674
58751,1
58757,15
58761,3
58762,4
58763,1017
58764,15
58765,660
58767,39
58774,21
58775,318
58777,153
58778,1309
58780,770
58781,45
58782,8
58784,1557
58785,1763
58786,5
58789,120
58790,11
58792,9
58794,2174
58795,1436
58798,16
58802,561
58803,861
58807,1
58808,1
58813,1226
58815,8
58816,1136
58818,2648
58819,175
58820,1
58825,38
58826,2253
58829,1
58831,38
58832,6
58835,3
58838,25
58843,103
58844,346
58845,2
58847,364
58851,1
58853,7
58856,48
58857,8
58859,20
58862,1298
58866,1
58867,10
58868,209
58871,1226
58873,18
58875,6
58876,1
58877,2
58878,49
58879,48
58880,4
58881,3
58885,22
58889,490
58890,338
58891,1
58895,331
58897,17
58899,2
58900,1
58902,11
58905,188
58908,281
58910,57
58912,6
58914,380
58919,2013
58922,1
58928,398
58929,6
58930,57
58934,581
58935,16
58936,642
58938,526
58939,1101
58941,266
58945,43
58947,1
58949,4762
58954,21
58955,1
58965,1128
58967,17
58969,48
58970,51
58971,200
58975,580
58976,11
58977,2
58982,5
58983,3
58984,310
58985,7
58986,980
58987,2
58988,89
58989,48
58995,32
58996,885
58997,567
58998,6
59000,38
59002,4
59003,3550
59004,1
59007,3
59011,22
59013,4
59016,194
59017,8
59018,5
59019,1255
59021,3
59023,19
59025,693
59026,2
59031,54
59042,135
59044,1
59045,40
59046,5
59047,301
59051,460
59056,10
59060,6
59067,2
59068,14
59070,26
59072,11
59074,1104
59075,209
59076,7
59077,27
59078,337
59079,6
59083,8
59087,117
59089,474
59092,244
59095,26
59103,4
59104,100
59105,13
59107,1
59110,6
59113,2521
59114,2
59115,603
59116,929
59120,8
59122,14
59123,66
59124,12
59126,1444
59127,7
59128,21
59130,1257
59133,2743
59135,6
59136,5614
59142,1
59143,4
59146,105
59149,5
59150,4
59152,1
59157,1
59158,4
59160,3
59161,15
59164,2
59165,132
59167,368
59168,272
59175,200
59178,36
59179,26
59180,1766
59181,16
59182,3
59184,353
59185,2
59187,1393
59188,111
59189,1
59190,483
59192,1752
59193,20
59198,402
59200,2
59201,3
59202,588
59204,795
59210,3
59211,963
59213,289
59214,57
59218,3
59222,66
59223,13
59224,488
59225,48
59227,29
59236,10
59239,20
59240,2
59241,897
59242,17
59246,20
59248,2
59252,834
59255,3
59256,1
59261,2022
59264,16
59266,126
59268,24
59269,179
59272,38
59275,157
59276,5579
59278,73
59279,47
59282,108
59287,9
59291,6
59297,110
59298,53
59300,22
59302,116
59303,286
59304,674
59306,18
59309,2634
59311,102
59312,560
59313,7
59315,1154
59316,134
59317,56
59318,40
59324,1
59326,446
59329,209
59330,1
59332,25
59333,59
59335,39
59341,28
59343,57
59346,4799
59349,2554
59351,402
59352,17
59353,8
59356,1
59357,14
59358,262
59360,1
59361,3
59364,1
59365,13
59368,46
59369,2
59373,73
59378,23
59379,294
59383,159
59385,124
59387,7
59388,679
59393,1719
59394,10
59395,97
59396,2
59397,5577
59399,70
59400,1273
59401,19
59404,23
59405,52
59412,1
59413,18
59414,1
59415,161
59416,50
59418,731
59421,116
59422,3
59423,343
59425,3
59427,69
59428,34
59429,65
59432,16
59433,4
59436,66
59437,28
59440,94
59441,261
59442,47
59443,1
59452,1
59457,12
59459,187
59461,6
59462,15
59463,1214
59464,10
59466,344
59468,34
59469,138
59471,142
59473,175
59476,2
59477,76
59478,26
59479,897
59485,43
59490,1
59492,193
59493,205
59495,2039
59497,2
59498,812
59500,5
59501,20
59503,35
59507,2
59508,1
59509,374
59510,5
59519,128
59522,18
59527,401
59529,796
59530,1097
59533,185
59534,2
59536,23
59537,6
59538,2347
59540,12
59542,13
59543,872
59544,21
59545,152
59546,975
59548,1273
59556,99
59557,3156
59564,1269
59565,756
59568,5
59569,186
59570,23
59571,215
59572,442
59578,41
59580,55
59587,8
59588,13
59591,629
59592,2
59594,1247
59596,30
59597,2
59600,1
59602,5
59605,477
59606,6
59611,29
59612,586
59614,5
59618,13
59622,26
59629,1
59631,1284
59633,2
59635,85
59637,14
59638,4
59642,358
59644,1
59646,149
59647,1566
59648,1
59650,1
59651,68
59652,703
59655,9
59656,32
59657,2
59658,111
59659,1
59660,67
59661,798
59662,48
59663,1226
59665,471
59669,70
59670,975
59672,7
59673,3684
59674,38
59675,82
59676,128
59677,821
59679,11
59682,105
59685,203
59687,1
59688,137
59689,15
59692,83
59693,3
59695,1
59706,7
59708,3
59709,58
59711,8
59713,26
59715,377
59717,1
59719,330
59720,9
59721,5
59722,25
59724,201
59725,9
59726,97
59729,6
59732,11
59733,1955
59734,1768
59735,35
59736,33
59737,2
59741,26
59742,1342
59743,391
59744,177
59748,163
59751,429
59755,1
59758,3047
59765,262
59766,4
59768,36
59769,13
59771,507
59772,2
59773,34
59774,4
59776,391
59777,5
59779,18
59781,69
59784,14
59785,53
59790,51
59792,4279
59793,4
59799,80
59803,68
59809,185
59810,3
59812,9
59813,1
59814,1
59815,5
59816,8
59817,3520
59818,39
59823,1
59828,5
59829,1
59840,10
59841,1159
59848,9
59849,23
59851,72
59854,124
59857,2
59863,2
59871,7935
59872,4
59874,147
59876,4
59879,26
59880,34
59883,93
59887,4
59888,2
59890,1
59892,4441
59893,47
59894,3
59895,4
59896,185
59897,184
59898,1
59900,3
59901,79
59903,2
59904,18
59905,1
59906,7
59908,30
59912,924
59917,127
59918,1985
59920,3
59921,18
59925,1
59927,347
59930,142
59931,61
59934,1033
59937,1
59939,2
59940,7
59942,125
59945,3
59946,130
59947,1
59948,12
59949,430
59952,1352
59953,1
59956,334
59958,207
59959,282
59960,1713
59961,62
59965,6
59966,1
59971,303
59973,5
59974,251
59975,9
59981,1
59984,12
59986,2555
59987,281
59992,6
59995,93
59996,13
59997,18
60002,62
60003,4
60005,72
60009,1279
60012,759
60014,4
60016,653
60017,1303
60019,40
60021,4
60024,808
60028,5
60029,155
60031,1
60032,9
60033,6
60035,23
60036,1
60038,4
60040,1
60041,38
60042,32
60044,5
60045,8
60046,536
60050,1027
60054,1
60055,283
60060,9
60063,1
60064,14
60066,21
60071,2
60073,295
60074,59
60076,1
60078,1
60079,1
60082,4
60087,16
60089,107
60091,1
60093,10
60094,57
60095,41
60098,389
60101,49
60104,1
60105,169
60109,1213
60110,16
60111,4
60112,1602
60113,1011
