grain,size,duration,unique_sites,max_radius
52715,2466,200,1185,37
52717,17,8,17,5
52718,1102,105,1102,59
52720,6,4,6,3
52721,3,3,3,2
52723,27,13,27,11
52724,1,1,1,0
52726,30,10,30,8
52732,764,76,636,45
52733,11,7,11,5
52736,28,9,28,7
52738,1,1,1,0
52739,21,8,21,5
52740,478,56,477,36
52744,9,6,9,5
52745,19,8,19,7
52750,1413,128,731,32
52751,138,35,138,16
52753,8,5,8,3
52755,521,57,313,23
52757,292,61,283,27
52758,67,30,67,17
52760,1,1,1,0
52769,1,1,1,0
52772,5,5,5,4
52773,187,53,155,17
52774,1,1,1,0
52778,1382,95,1061,38
52780,7,5,7,4
52781,1,1,1,0
52783,46,15,44,10
52788,1,1,1,0
52791,1,1,1,0
52793,3,3,3,2
52795,47,21,47,15
52796,139,32,134,18
52798,404,56,387,28
52804,7,4,7,3
52805,234,38,161,21
52807,1108,145,1108,63
52809,54,24,54,11
52814,1211,139,1211,87
52815,36,12,34,7
52817,1,1,1,0
52818,72,17,69,16
52822,216,48,216,28
52823,18,13,18,6
52824,25,9,25,7
52826,6,5,6,3
52828,162,37,162,20
52831,1716,155,1278,53
52832,1,1,1,0
52833,2,2,2,1
52834,23,12,23,6
52835,362,67,362,34
52839,485,56,395,27
52842,2477,202,2477,105
52845,1640,152,1640,73
52849,1,1,1,0
52851,73,19,73,12
52853,41,14,41,11
52857,6,4,6,3
52858,2,2,2,1
52860,1096,95,920,32
52862,119,41,119,18
52864,169,58,162,35
52865,207,49,207,25
52867,1,1,1,0
52869,454,58,454,48
52871,224,30,188,16
52874,1,1,1,0
52876,12,8,12,5
52877,42,20,42,12
52879,3,3,3,2
52880,745,104,745,47
52881,15,7,15,4
52882,1,1,1,0
52886,29,14,29,6
52887,1614,212,1558,70
52890,53,19,53,10
52892,15,9,15,7
52894,2,2,2,1
52895,3,3,3,2
52898,1,1,1,0
52899,3,3,3,2
52900,1,1,1,0
52901,13,7,12,4
52910,27,17,27,10
52911,69,23,69,16
52914,132,27,113,16
52918,12,7,12,4
52922,7,5,7,3
52924,1,1,1,0
52929,213,36,213,23
52934,10125,282,2890,77
52936,28,10,28,7
52937,37,13,36,8
52942,812,120,796,62
52943,66,18,57,9
52947,828,112,468,28
52949,6,4,6,3
52952,55,16,55,14
52956,720,110,720,49
52957,1327,123,1327,51
52958,4,3,4,2
52959,1,1,1,0
52960,1018,97,1018,43
52970,27,12,27,11
52974,3,3,3,2
52975,3,3,3,2
52978,28,14,28,7
52981,750,104,743,59
52983,19,9,19,8
52984,20,12,20,9
52988,1,1,1,0
52990,4,4,4,3
52991,12,6,12,4
52992,1,1,1,0
52993,1,1,1,0
52995,589,98,466,31
52999,10,6,10,4
53001,36,13,31,12
53006,8094,415,2764,60
53007,79,18,79,12
53008,1,1,1,0
53012,6,6,6,5
53014,1,1,1,0
53015,14,12,14,9
53016,448,53,303,22
53022,1670,186,1307,66
53023,81,22,81,14
53027,1401,127,859,45
53031,4,4,4,3
53034,3,2,3,1
53037,32,12,30,8
53040,147,45,147,20
53041,428,64,382,26
53043,4,4,4,2
53048,93,41,84,14
53052,6,5,6,2
53054,8,6,8,5
53056,22,9,22,7
53058,61,17,59,8
53059,195,44,195,21
53063,2,2,2,1
53067,1499,143,1231,63
53072,80,19,80,12
53074,338,66,338,32
53075,2915,247,1798,80
53080,3,3,3,2
53081,1,1,1,0
53082,41,14,38,7
53083,349,63,349,33
53085,206,43,206,27
53088,318,39,214,21
53091,139,46,139,23
53092,699,83,476,24
53096,197,27,163,16
53098,29,12,29,9
53099,2,2,2,1
53103,42,12,42,10
53104,524,56,412,27
53107,26,13,26,8
53108,2134,119,1230,47
53109,54,13,54,12
53112,3,2,3,1
53120,39,14,39,10
53121,976,84,976,59
53122,2,2,2,1
53124,17,11,17,5
53125,844,106,674,45
53126,378,88,378,37
53130,907,111,879,75
53131,6,4,6,3
53132,922,109,827,65
53135,142,30,91,13
53136,42,21,40,9
53139,2,2,2,1
53141,15,7,15,5
53142,491,96,486,57
53145,23,12,23,7
53146,543,59,368,27
53147,2,2,2,1
53148,2,2,2,1
53150,7,3,7,2
53153,2256,211,1480,67
53156,13,6,13,5
53157,501,53,500,32
53164,111,36,111,24
53168,3,2,3,1
53173,141,39,141,21
53174,4,4,4,3
53183,53,20,53,10
53184,14,8,12,3
53186,16,8,16,7
53187,1066,99,1066,68
53189,292,47,292,31
53195,2,2,2,1
53196,73,25,73,13
53197,3,3,3,2
53201,124,26,124,15
53204,5,5,5,4
53208,1,1,1,0
53209,298,55,298,24
53211,2,2,2,1
53212,10,6,10,3
53213,2,2,2,1
53215,633,106,633,57
53216,1136,142,882,32
53217,454,54,454,36
53219,29,18,29,10
53222,2,2,2,1
53224,849,75,582,29
53227,8,4,8,3
53230,41,13,41,10
53233,4,2,4,1
53235,2,2,2,1
53236,4,3,4,2
53237,882,113,673,56
53238,10,6,10,5
53241,1,1,1,0
53243,1,1,1,0
53246,2,2,2,1
53251,1,1,1,0
53255,101,42,101,20
53262,73,19,65,14
53263,593,89,593,40
53268,10,5,10,3
53270,1,1,1,0
53271,22,8,20,7
53273,463,85,463,42
53275,19,8,19,7
53280,557,65,518,36
53281,4,4,4,3
53282,383,74,311,26
53283,623,78,623,37
53285,2526,129,1599,41
53286,14,10,14,7
53290,1,1,1,0
53292,6,5,6,4
53295,766,106,766,54
53298,23,12,23,8
53300,2,2,2,1
53302,38,18,38,13
53303,314,48,178,16
53308,3,3,3,2
53309,3969,237,2002,61
53311,406,77,279,24
53314,17,8,17,6
53315,3852,254,1956,71
53316,31,17,31,10
53317,4,3,4,2
53326,223,43,214,20
53327,215,50,215,31
53329,7,5,7,4
53330,2,2,2,1
53333,241,64,177,13
53334,2,2,2,1
53337,11,5,11,4
53339,1,1,1,0
53341,114,23,69,10
53343,1,1,1,0
53344,1260,136,1260,60
53345,139,25,122,15
53346,10,4,10,3
53347,9,8,9,5
53351,151,30,149,16
53352,23,9,23,7
53355,553,91,519,57
53363,514,68,413,39
53364,53,17,53,13
53366,6403,226,1875,60
53368,1,1,1,0
53371,1,1,1,0
53372,95,37,95,16
53374,39,11,39,9
53384,290,51,289,37
53385,5,4,5,3
53387,5,3,5,2
53390,2585,289,1287,42
53393,8,4,8,3
53397,290,66,290,29
53401,2,2,2,1
53406,455,100,425,36
53407,2,2,2,1
53409,95,27,95,16
53411,107,35,96,18
53412,1261,162,1236,85
53416,13,7,13,4
53419,2,2,2,1
53420,3,3,3,2
53422,846,77,636,37
53424,23,11,23,10
53425,1,1,1,0
53426,2,2,2,1
53427,72,22,72,14
53428,7,5,7,3
53429,10,5,10,3
53433,3,2,3,1
53435,11,5,11,4
53437,69,16,58,11
53438,82,26,82,21
53439,1977,161,1208,52
53443,130,31,130,22
53444,10,6,10,4
53449,1,1,1,0
53451,4,4,4,3
53452,46,17,46,11
53454,16,8,16,7
53457,1663,123,1640,77
53458,14,10,14,9
53460,6,5,6,4
53462,439,58,300,27
53465,1048,119,506,30
53466,1,1,1,0
53467,101,27,84,12
53472,899,139,817,52
53473,68,25,68,14
53476,43,17,43,12
53477,12,8,12,5
53479,29,19,29,11
53483,1,1,1,0
53484,6142,457,2332,68
53485,216,79,216,19
53486,1350,121,914,46
53489,2,2,2,1
53491,3,3,3,2
53493,4,3,4,2
53494,6,5,6,3
53495,30,10,30,8
53497,38,13,36,9
53498,1,1,1,0
53500,1,1,1,0
53501,613,119,452,33
53507,8,5,8,4
53510,10,5,10,4
53511,86,30,86,15
53518,1,1,1,0
53519,68,25,68,12
53526,3,2,3,1
53529,61,20,59,15
53531,2,2,2,1
53533,2,2,2,1
53534,217,51,215,20
53535,38,14,32,6
53536,29,13,29,8
53538,23,7,22,6
53539,1,1,1,0
53542,504,134,480,43
53543,3,2,3,1
53547,166,47,147,29
53551,61,16,53,10
53552,1,1,1,0
53554,1,1,1,0
53555,1,1,1,0
53556,4,4,4,2
53557,1,1,1,0
53558,14,10,14,5
53559,328,58,232,17
53560,110,27,109,14
53564,60,23,58,13
53566,19,10,19,6
53567,1506,83,989,40
53576,4,4,4,3
53577,2280,140,1147,58
53585,10,6,10,5
53588,7721,311,2562,62
53590,1,1,1,0
53591,72,21,72,11
53592,2,2,2,1
53595,42,14,42,11
53598,716,151,708,36
53602,85,21,71,10
53603,2,2,2,1
53604,4,4,4,3
53605,1,1,1,0
53609,41,15,38,8
53610,65,27,65,17
53613,4,4,4,2
53615,8,5,8,3
53616,3,2,3,1
53617,1,1,1,0
53618,889,68,521,32
53621,64,18,64,14
53622,18,12,18,8
53623,6,3,6,2
53625,3,3,3,2
53628,4,3,4,2
53629,308,48,211,19
53630,2,2,2,1
53631,35,14,29,7
53638,48,17,42,10
53639,3,3,3,2
53641,2132,132,1280,47
53643,1,1,1,0
53648,44,17,44,9
53649,6,4,6,3
53650,1397,153,939,38
53651,491,106,491,49
53654,19,9,19,6
53660,5,3,5,2
53661,6,4,6,3
53664,1,1,1,0
53665,388,69,309,32
53670,15,9,15,4
53676,4,3,4,2
53678,33,11,33,8
53680,167,33,155,24
53682,533,73,532,44
53683,2,2,2,1
53688,2568,171,1661,62
53692,993,159,907,72
53700,77,27,77,19
53701,527,109,517,34
53702,5236,257,2571,58
53703,2,2,2,1
53704,9,5,9,4
53705,61,23,55,8
53707,11,8,11,4
53710,2,2,2,1
53711,4432,292,2372,79
53713,2,2,2,1
53717,169,27,130,13
53718,68,34,68,15
53719,5,4,5,2
53722,277,60,272,33
53724,289,57,279,34
53725,3236,173,1662,63
53727,4739,258,1949,70
53728,1439,172,1437,76
53736,2,2,2,1
53737,9,6,9,3
53739,84,30,84,17
53743,5,3,5,2
53746,2,2,2,1
53750,2,2,2,1
53759,25,15,25,7
53766,7,5,7,2
53767,94,19,94,15
53771,1,1,1,0
53774,999,156,704,33
53777,9,7,9,4
53778,17,9,16,6
53784,33,15,33,13
53785,24,13,23,5
53796,4,3,4,2
53798,1686,156,1685,80
53799,526,65,422,37
53802,15,6,13,4
53803,571,105,571,42
53804,1,1,1,0
53805,61,25,57,8
53806,79,26,79,14
53808,11,7,11,4
53809,98,23,98,12
53814,35,17,35,11
53815,35,17,35,8
53816,8,6,8,5
53817,7,5,7,4
53818,148,28,148,21
53823,21,11,21,8
53827,3,3,3,2
53828,6,6,6,2
53830,287,44,287,25
53831,24,9,19,5
53832,104,31,104,19
53834,1,1,1,0
53836,1,1,1,0
53840,357,116,290,22
53841,152,25,108,17
53843,1,1,1,0
53844,193,45,140,23
53845,1,1,1,0
53846,48,18,46,8
53847,1,1,1,0
53848,1,1,1,0
53849,21,9,19,7
53850,31,13,31,9
53851,257,54,257,27
53853,18,7,18,5
53855,77,28,77,16
53858,2201,169,1513,47
53859,69,22,68,8
53860,66,24,66,18
53862,113,35,113,18
53865,516,87,508,28
53866,2482,206,1934,65
53869,79,34,79,16
53870,21,11,21,6
53871,66,16,58,8
53873,92,23,84,11
53874,2,2,2,1
53878,622,71,511,38
53879,325,81,325,33
53882,81,18,81,13
53885,2657,200,2657,97
53886,63,22,63,10
53892,6,3,6,2
53893,159,46,159,19
53894,9,8,9,3
53895,26,15,26,8
53897,112,32,112,19
53899,65,27,65,13
53900,2633,132,1544,60
53901,261,46,260,27
53903,143,38,137,20
53905,261,46,243,30
53908,801,84,517,22
53909,317,65,316,22
53910,517,68,497,41
53915,13,8,13,5
53918,995,129,741,42
53920,19,9,19,8
53922,2,2,2,1
53932,1,1,1,0
53933,12,7,12,6
53934,3,2,3,1
53935,196,59,196,37
53938,1,1,1,0
53942,7,5,7,4
53943,589,117,589,41
53944,169,61,147,15
53946,15,9,15,7
53947,3,3,3,2
53948,4,3,4,2
53950,14,8,14,4
53953,2,2,2,1
53954,86,25,84,13
53955,3,3,3,2
53956,163,48,163,22
53957,3,3,3,2
53958,1,1,1,0
53962,73,19,72,17
53963,3,2,3,1
53965,433,64,322,32
53970,1819,198,1084,39
53972,9,7,9,4
53975,291,37,207,20
53978,3849,208,2154,56
53982,16,7,16,6
53984,15,7,15,4
53986,1,1,1,0
53987,16,7,16,6
53989,876,105,583,34
53990,1,1,1,0
53992,1,1,1,0
53994,17,13,17,7
54005,3,3,3,2
54006,8,6,8,3
54008,10,6,10,4
54019,2,2,2,1
54020,1,1,1,0
54021,2,2,2,1
54024,1,1,1,0
54025,6,5,6,3
54027,1,1,1,0
54028,547,99,346,22
54029,27,11,23,6
54031,4520,255,2446,68
54040,1,1,1,0
54048,1545,174,1093,46
54049,16,10,16,5
54050,8,6,8,4
54055,9,6,9,4
54056,3046,252,2069,74
54059,1003,150,1003,69
54060,1166,115,760,36
54061,3,2,3,1
54062,1,1,1,0
54063,1167,144,698,44
54064,7,6,7,3
54067,21,9,21,7
54070,21,8,21,6
54072,6,5,6,3
54073,28,8,25,5
54077,11,7,10,3
54078,3,2,3,1
54080,32,17,32,11
54083,321,48,250,20
54085,8,5,8,3
54091,1023,107,808,38
54092,4,4,4,3
54093,1,1,1,0
54094,1,1,1,0
54095,8,5,8,3
54096,109,30,102,15
54099,157,33,154,16
54100,433,75,430,35
54103,2,2,2,1
54108,2,2,2,1
54109,51,25,51,17
54113,4,3,4,2
54114,12,5,11,4
54117,69,25,62,16
54118,297,54,240,23
54120,2,2,2,1
54122,3305,329,2006,67
54123,4626,309,2390,72
54124,1,1,1,0
54126,4,4,4,2
54134,12,7,12,4
54135,19,9,19,7
54136,652,91,600,30
54138,587,61,507,30
54141,27,10,27,7
54148,303,81,303,31
54150,8,4,8,3
54153,11,4,11,3
54157,2,2,2,1
54159,6,4,6,3
54161,1,1,1,0
54163,137,24,113,12
54169,647,130,644,51
54170,7,5,7,4
54171,1,1,1,0
54173,37,9,31,6
54174,13,8,13,7
54175,212,42,212,19
54181,3,3,3,2
54184,7,5,7,4
54188,9,7,9,5
54190,1,1,1,0
54192,47,18,47,12
54198,14,9,14,6
54200,1106,125,1003,45
54202,3,2,3,1
54203,1,1,1,0
54204,2,2,2,1
54205,2087,188,1263,61
54208,656,109,656,52
54212,963,117,948,53
54214,1,1,1,0
54215,7,5,7,3
54216,3,2,3,1
54217,1937,181,1092,47
54219,8,5,8,4
54221,212,36,210,25
54222,3,3,3,2
54225,699,69,653,38
54226,9,6,9,5
54227,6,4,6,3
54234,1998,209,1822,73
54238,190,52,190,31
54239,1,1,1,0
54242,20,12,20,6
54243,23,8,22,7
54246,58,19,55,8
54252,4,4,4,3
54253,2524,229,1436,52
54257,1,1,1,0
54258,576,128,569,47
54259,51,19,51,15
54261,913,104,913,54
54262,13,7,13,5
54263,193,47,191,25
54265,1,1,1,0
54271,2,2,2,1
54272,251,53,238,24
54274,15,7,15,6
54286,17,10,17,7
54288,2,2,2,1
54289,33,14,27,7
54290,828,152,828,52
54292,14,8,14,6
54295,8,4,8,3
54296,94,32,73,13
54298,1,1,1,0
54299,589,86,589,42
54300,2,2,2,1
54303,7,5,7,4
54306,5,5,5,4
54308,2,2,2,1
54313,45,15,45,11
54314,116,30,116,22
54316,53,14,41,7
54320,39,20,39,13
54321,109,35,109,21
54322,8,6,8,3
54331,5,3,5,2
54333,7,5,7,3
54334,363,66,327,32
54335,29,11,26,8
54336,926,148,926,56
54338,33,12,29,8
54341,7,5,7,2
54343,6,4,6,3
54344,1,1,1,0
54348,4,3,4,2
54349,38,19,37,7
54350,4,4,4,2
54351,888,122,888,70
54354,5,3,5,2
54355,6282,358,3276,80
54358,87,24,87,15
54360,95,16,76,13
54361,11,7,11,6
54362,1012,91,1006,48
54366,31,12,31,7
54370,1,1,1,0
54372,1500,134,1427,67
54375,11,8,11,7
54377,2470,199,1661,62
54379,607,56,607,34
54384,1394,152,1331,60
54386,1,1,1,0
54388,20,13,20,7
54391,14,8,14,5
54394,5,3,5,2
54395,1953,243,1354,62
54396,1,1,1,0
54397,20,7,20,6
54398,17,8,17,5
54402,24,13,24,7
54406,1742,158,1424,60
54408,410,75,410,42
54409,41,13,36,6
54410,153,31,136,14
54411,862,102,573,26
54412,3,3,3,2
54414,4,3,4,2
54417,3,3,3,2
54418,71,15,57,8
54419,2,2,2,1
54422,2,2,2,1
54423,13,7,13,4
54424,5,4,5,3
54425,55,19,55,13
54427,19,7,18,4
54430,154,33,154,22
54431,3826,314,1544,46
54432,64,17,64,11
54437,10,7,10,4
54439,5,3,5,2
54440,1,1,1,0
54445,64,19,59,10
54446,15,8,15,7
54449,281,74,248,18
54450,231,64,231,26
54456,12,9,12,5
54457,110,19,86,12
54460,64,18,64,13
54461,190,36,190,20
54464,2659,306,2003,89
54467,9,5,9,4
54471,2,2,2,1
54473,21,6,20,5
54478,1,1,1,0
54484,158,53,158,26
54488,587,100,587,40
54492,479,58,321,25
54493,24,13,24,9
54495,8,7,8,4
54498,4,3,4,2
54500,11,8,11,3
54501,519,78,519,49
54504,973,101,848,52
54505,1244,152,1194,53
54510,16,13,16,6
54511,6,6,6,3
54515,16,7,16,6
54517,1,1,1,0
54518,371,61,371,40
54519,10,6,10,3
54523,3690,141,1324,47
54525,16,9,16,6
54527,43,15,43,9
54530,788,83,377,23
54537,9,7,9,5
54539,452,64,450,41
54540,1,1,1,0
54542,115,34,115,24
54543,1,1,1,0
54544,1404,122,1403,66
54545,5,4,5,3
54546,6,3,6,2
54552,93,25,72,11
54553,45,16,45,12
54554,4145,262,1925,63
54555,486,42,272,19
54557,6,4,6,2
54559,37,16,37,13
54562,2,2,2,1
54566,1,1,1,0
54567,1,1,1,0
54568,112,34,85,13
54569,1,1,1,0
54571,26,12,26,7
54573,1,1,1,0
54576,8,5,8,4
54577,106,25,102,13
54579,404,78,247,17
54580,1841,194,1798,67
54585,7,5,7,3
54588,28,15,28,12
54591,1342,161,1342,57
54602,118,29,118,19
54603,3,3,3,2
54606,1,1,1,0
54607,90,25,90,17
54609,21,13,21,8
54610,5609,354,2228,74
54611,68,26,68,13
54616,1,1,1,0
54617,1,1,1,0
54619,1,1,1,0
54620,77,28,77,14
54624,1176,160,1176,61
54625,342,60,342,32
54626,32,12,32,9
54632,1031,148,1031,53
54633,20,10,20,7
54636,4,4,4,2
54637,1,1,1,0
54639,88,18,88,14
54642,3,3,3,2
54643,1425,105,795,42
54644,13,8,13,6
54646,115,28,115,18
54653,11,6,11,4
54654,1,1,1,0
54656,2,2,2,1
54663,1,1,1,0
54666,550,101,387,20
54669,1148,106,1143,59
54670,5654,235,2569,65
54672,131,38,131,20
54677,1,1,1,0
54678,31,14,31,9
54682,17,10,17,6
54684,1081,85,551,36
54685,1,1,1,0
54686,2,2,2,1
54687,3337,184,1958,82
54688,207,40,188,23
54689,24,11,24,8
54693,1,1,1,0
54694,477,74,395,36
54698,4,4,4,3
54703,27,13,26,10
54705,16,11,16,6
54706,1137,126,945,63
54708,1,1,1,0
54709,128,31,117,20
54711,11,5,11,4
54713,304,64,304,29
54715,53,16,49,8
54718,2,2,2,1
54719,31,15,31,13
54727,1,1,1,0
54729,425,70,321,35
54732,39,13,39,11
54735,116,21,87,11
54740,157,53,157,32
54746,171,42,141,23
54749,7,3,7,2
54750,6,4,6,2
54751,60,27,60,12
54752,1,1,1,0
54754,4,3,4,2
54755,4,3,4,2
54756,6,6,6,4
54757,23,13,23,8
54764,1775,143,1276,42
54765,2,2,2,1
54767,2,2,2,1
54771,612,84,612,37
54773,208,40,208,18
54777,86,29,86,15
54779,2,2,2,1
54781,1587,162,1240,51
54783,20,16,20,6
54785,1,1,1,0
54786,1,1,1,0
54787,4,3,4,2
54791,5,3,5,2
54795,853,82,850,46
54796,94,25,89,13
54798,212,65,212,29
54800,973,87,860,47
54804,1919,242,1156,41
54806,8,4,8,3
54807,440,57,405,35
54808,10,7,10,4
54809,3,3,3,2
54812,1153,116,977,50
54817,1,1,1,0
54820,170,28,168,18
54822,10,7,9,2
54823,1306,177,935,42
54824,8,6,8,5
54825,27,12,27,7
54826,24,10,24,8
54827,10,8,10,4
54832,877,70,532,32
54836,22,11,22,10
54837,53,18,53,9
54842,1,1,1,0
54843,7,6,7,4
54845,699,117,699,65
54846,354,75,271,23
54855,902,135,794,41
54856,11,6,11,5
54857,43,16,43,9
54858,5,3,5,2
54864,23,11,23,5
54866,525,106,349,22
54868,1,1,1,0
54870,1,1,1,0
54871,26,14,26,8
54873,1,1,1,0
54876,5,3,5,2
54878,297,65,287,30
54880,42,17,42,10
54883,423,76,350,26
54884,223,47,223,28
54885,2,2,2,1
54888,3289,354,2376,65
54889,7,5,7,4
54890,5,5,5,3
54891,42,15,42,8
54894,219,47,219,23
54897,1053,142,1001,58
54898,32,16,32,11
54899,56,24,56,19
54901,3,2,3,1
54903,3,3,3,2
54905,32,14,32,7
54906,1119,147,1109,83
54907,2,2,2,1
54908,35,14,35,8
54912,715,77,643,40
54914,2,2,2,1
54915,38,15,38,12
54916,1,1,1,0
54918,8,6,8,5
54919,12,8,12,6
54920,192,60,188,25
54921,551,67,363,23
54924,419,67,360,29
54926,134,20,112,12
54927,3,3,3,2
54933,1074,104,1064,53
54935,62,22,44,8
54943,107,31,102,15
54945,60,32,60,9
54946,91,18,63,8
54948,1304,107,1280,54
54952,41,14,41,11
54958,17,6,15,4
54962,12,5,12,4
54965,1040,96,1040,57
54968,3,3,3,2
54971,3,3,3,2
54975,2,2,2,1
54976,74,19,74,15
54980,1,1,1,0
54982,4,3,4,2
54984,2,2,2,1
54987,2826,194,1696,49
54988,2,2,2,1
54989,4,3,4,2
54990,1612,153,1097,60
54992,26,12,25,7
54995,888,128,614,34
54998,28,10,22,4
55001,17,9,17,8
55003,1,1,1,0
55004,44,16,44,11
55006,22,11,22,7
55017,45,21,45,12
55018,1370,187,1340,70
55019,1,1,1,0
55020,1746,190,1531,76
55023,5053,385,2849,66
55027,30,11,30,8
55028,18,9,17,7
55029,789,105,789,49
55030,2326,155,1495,63
55033,1,1,1,0
55035,159,34,108,10
55039,4,3,4,2
55041,10,8,10,5
55044,12,5,12,4
55045,290,48,289,26
55046,2,2,2,1
55048,25,15,25,8
55050,10,5,10,4
55054,94,21,94,15
55058,876,86,672,34
55059,7,4,7,2
55060,4,4,4,2
55062,1,1,1,0
55065,15,6,15,5
55066,94,30,67,13
55068,1,1,1,0
55071,8,4,8,3
55074,65,19,65,14
55075,12,6,12,5
55076,8,6,8,5
55078,13,8,13,5
55079,7,5,7,3
55092,15,8,15,4
55093,530,103,503,28
55094,1,1,1,0
55097,1,1,1,0
55099,162,50,162,17
55100,47,19,47,14
55101,51,17,42,10
55102,5436,256,2651,70
55103,9,5,9,3
55106,492,85,492,32
55107,1,1,1,0
55111,131,34,131,21
55113,26,16,26,11
55114,14,8,14,4
55116,65,25,65,15
55117,703,84,702,53
55118,3,2,3,1
55121,345,78,345,34
55123,159,40,148,22
55125,2,2,2,1
55130,1,1,1,0
55131,14,9,14,7
55134,104,39,98,17
55135,635,101,595,34
55139,58,24,58,15
55141,71,29,62,14
55142,6218,270,2320,53
55144,72,22,67,15
55148,978,149,978,63
55149,471,68,355,33
55151,6,4,6,3
55154,1,1,1,0
55155,6,4,6,3
55158,330,64,298,22
55159,1,1,1,0
55163,134,48,134,15
55164,1,1,1,0
55165,7,5,7,4
55166,944,79,690,27
55168,31,15,31,10
55169,734,91,734,51
55175,2,2,2,1
55178,2409,160,1427,54
55179,96,26,96,21
55181,341,61,253,21
55182,29,17,29,8
55184,872,112,770,43
55187,13,6,13,5
55192,1,1,1,0
55195,1927,267,1800,55
55196,8,4,8,3
55197,832,130,537,26
55198,1715,246,1704,78
55201,405,80,405,35
55202,13,8,13,5
55205,58,24,58,10
55206,2,2,2,1
55208,3,3,3,2
55210,137,28,137,19
55211,1,1,1,0
55213,77,32,77,17
55222,1130,154,976,49
55223,22,12,22,9
55228,41,20,41,12
55230,24,9,24,8
55231,1535,192,1438,84
55234,3,2,3,1
55237,1,1,1,0
55238,333,48,209,23
55240,768,111,572,35
55243,1,1,1,0
55244,2384,237,2382,83
55245,29,10,29,9
55246,4,3,4,2
55248,20,12,20,5
55253,4,4,4,2
55259,127,39,127,19
55261,7,5,7,4
55262,1,1,1,0
55263,1,1,1,0
55264,9,7,9,4
55266,7,6,7,4
55269,59,25,59,17
55270,1467,113,933,54
55271,3,2,3,1
55277,1,1,1,0
55278,2,2,2,1
55283,7,6,7,4
55284,4,4,4,2
55286,30,12,30,9
55289,8,5,8,4
55290,99,31,79,12
55295,3,2,3,1
55297,5,5,5,2
55298,73,25,73,19
55300,4,3,4,2
55301,12,7,12,6
55309,55,13,55,12
55310,3,3,3,2
55311,916,170,916,57
55314,5,4,5,3
55317,199,54,198,23
55318,2,2,2,1
55319,5,3,5,2
55321,31,13,31,7
55324,216,34,183,18
55326,2,2,2,1
55330,2,2,2,1
55331,558,110,556,36
55332,1,1,1,0
55333,1,1,1,0
55335,42,18,42,8
55338,1,1,1,0
55342,17,10,17,5
55344,743,97,501,40
55347,1,1,1,0
55348,85,18,69,13
55354,2910,186,2017,67
55357,165,42,165,25
55358,5,4,5,2
55360,7,5,7,2
55362,3,3,3,2
55365,74,24,63,15
55367,109,20,93,13
55372,53,15,53,12
55373,16,6,16,5
55374,1009,106,837,45
55375,7,5,7,4
55376,38,12,38,9
55380,139,30,85,13
55387,7,6,7,3
55390,4,4,4,3
55392,39,16,39,12
55395,5546,265,2308,47
55396,1,1,1,0
55397,30,13,30,9
55400,6,4,6,3
55401,1,1,1,0
55403,11,4,11,3
55406,2391,162,1820,56
55408,58,19,58,10
55410,178,48,174,22
55412,49,17,43,7
55414,16,8,15,5
55416,27,12,27,9
55417,6088,268,2541,61
55418,15,9,15,5
55419,2,2,2,1
55421,1,1,1,0
55424,1968,249,950,40
55426,333,56,300,36
55427,1,1,1,0
55434,1,1,1,0
55439,1,1,1,0
55440,300,81,295,33
55444,3,3,3,2
55445,23,8,23,6
55450,1782,112,1144,52
55453,2,2,2,1
55454,20,7,16,4
55459,87,32,83,11
55460,39,15,39,10
55463,98,25,79,17
55464,2,2,2,1
55466,813,85,813,48
55469,1,1,1,0
55474,125,27,96,10
55475,11,5,11,4
55476,972,133,972,60
55478,3,2,3,1
55479,36,19,36,8
55480,195,34,143,17
55483,131,39,108,12
55484,6,3,6,2
55487,36,12,30,7
55488,54,19,54,11
55489,119,41,114,22
55490,338,42,338,29
55493,5,5,5,4
55496,10,5,10,4
55502,2,2,2,1
55503,1,1,1,0
55507,1,1,1,0
55509,1,1,1,0
55510,324,62,324,36
55512,44,14,42,8
55513,7273,444,2635,58
55522,234,41,172,22
55524,1661,176,1653,76
55528,1,1,1,0
55529,198,36,192,22
55534,1394,174,944,54
55539,839,128,727,54
55540,7,6,7,3
55543,211,45,185,22
55546,394,82,394,41
55551,443,76,443,46
55558,33,21,33,10
55561,18,8,18,5
55562,100,25,100,13
55563,812,81,502,26
55566,1308,163,1308,60
55567,1075,126,783,35
55569,45,20,45,8
55570,4,3,4,2
55573,18,7,17,4
55577,2638,266,1531,61
55581,1263,119,649,34
55587,78,26,78,15
55588,144,43,142,21
55589,2235,213,1882,76
55590,1,1,1,0
55591,18,10,18,5
55595,100,36,100,17
55596,49,22,49,8
55598,337,81,299,22
55599,1,1,1,0
55600,459,75,454,27
55603,1,1,1,0
55605,32,12,27,7
55607,35,18,35,11
55609,9,6,9,5
55610,16,12,16,7
55612,216,58,216,33
55614,10,6,10,3
55615,1392,190,1199,41
55616,5,4,5,3
55617,218,46,218,17
55618,169,33,145,19
55622,40,26,40,11
55628,731,128,665,63
55631,7,5,7,4
55632,2,2,2,1
55633,211,36,187,19
55635,51,14,51,10
